nom_station,periode,esp_nom_commun,esp_nom_commun_nb,pop_coordonnees_x,pop_coordonnees_y,secteur_hydro_ope,region_hydro_ope
01001131 - Grand-Fayt,2013,"Vairon, Loche franche, Goujon, Chevaine, Loche de rivière, Gardon, Vandoise, Epinoche, Chabot, Barbeau fluviatile, Pseudorasbora, Ablette, Rotengle, Brochet, Gremille",15,757929,7002371,D0,D
01001131 - Grand-Fayt,2015,"Chevaine, Gardon, Goujon, Vandoise, Vairon, Ablette, Chabot, Perche, Loche franche, Bouvière, Epinoche, Barbeau fluviatile, Brochet",13,757929,7002371,D0,D
01001131 - Grand-Fayt,2017,"Loche franche, Vairon, Vandoise, Chevaine, Perche, Goujon, Gardon, Ablette, Loche de rivière, Chabot, Barbeau fluviatile, Tanche, Epinoche, Spirlin",14,757929,7002371,D0,D
01001131 - Grand-Fayt,2019,"Vairon, Vandoise, Loche franche, Chevaine, Ablette, Gardon, Goujon, Chabot, Barbeau fluviatile, Loche de rivière, Bouvière, Tanche, Perche, Brochet, Gremille",15,757929,7002371,D0,D
01001336 - Gussignies,2003,"Vairon, Chabot, Loche franche, Goujon, Gardon, Chevaine, Lamproie de planer, Epinoche",8,752673,7026489,E1,E
01001336 - Gussignies,2009,"Chabot, Loche franche, Vairon, Goujon, Gardon, Chevaine, Lamproie de planer, Vandoise, Brème commune, Epinoche, Perche, Truite de riviere",12,752673,7026489,E1,E
01001336 - Gussignies,2011,"Chabot, Vairon, Loche franche, Goujon, Gardon, Chevaine, Lamproie de planer, Perche, Brème commune, Rotengle",10,752673,7026489,E1,E
01001336 - Gussignies,2013,"Chabot, Vairon, Loche franche, Goujon, Gardon, Chevaine, Truite de riviere, Rotengle, Lamproie de planer, Perche",10,752673,7026489,E1,E
01001336 - Gussignies,2015,"Chabot, Vairon, Loche franche, Gardon, Goujon, Chevaine, Perche, Carassin argente, Truite de riviere, Carpe miroir, Carpe commune, Rotengle",12,752673,7026489,E1,E
01001336 - Gussignies,2017,"Chabot, Vairon, Loche franche, Goujon, Gardon, Chevaine, Lamproie de planer, Carassin argente, Pseudorasbora, Tanche, Perche",11,752673,7026489,E1,E
01001336 - Gussignies,2019,"Loche franche, Chabot, Vairon, Chevaine, Goujon, Gardon, Truite de riviere, Lamproie de planer, Anguille d'Europe, Brème commune, Brochet",11,752673,7026489,E1,E
01001452 - Saint-Remy-du-Nord,2009,"Chevaine, Gardon, Loche franche, Epinoche, Goujon, Vandoise",6,764293,7015180,D0,D
01001452 - Saint-Remy-du-Nord,2011,"Chevaine, Gardon, Goujon, Loche franche, Epinoche, Vandoise",6,764293,7015180,D0,D
01001452 - Saint-Remy-du-Nord,2013,"Chevaine, Goujon, Gardon, Loche franche, Vandoise, Epinoche, Rotengle, Perche",8,764293,7015180,D0,D
01001452 - Saint-Remy-du-Nord,2015,"Gardon, Chevaine, Goujon, Loche franche, Vandoise, Ablette, Rotengle",7,764293,7015180,D0,D
01001452 - Saint-Remy-du-Nord,2017,"Ablette, Gardon, Chevaine, Goujon, Epinoche, Vandoise, Brème commune, Perche, Brème bordelière",9,764293,7015180,D0,D
01001452 - Saint-Remy-du-Nord,2019,"Gardon, Chevaine, Goujon, Ablette, Vandoise, Perche, Loche franche",7,764293,7015180,D0,D
01001503 - Bousignies-sur-Roc,2005,"Chabot, Loche franche, Vairon, Goujon, Chevaine, Vandoise, Epinoche, Gardon, Brochet, Bouvière, Truite arc-en-ciel, Truite de riviere",12,784463,7019748,D0,D
01001503 - Bousignies-sur-Roc,2007,"Chabot, Vairon, Goujon, Loche franche, Vandoise, Chevaine, Gardon, Gremille, Epinoche, Truite de riviere, Bouvière, Tanche",12,784463,7019748,D0,D
01001503 - Bousignies-sur-Roc,2009,"Chabot, Vairon, Loche franche, Goujon, Chevaine, Epinoche, Vandoise, Truite de riviere, Gardon",9,784463,7019748,D0,D
01001503 - Bousignies-sur-Roc,2011,"Chabot, Vairon, Loche franche, Cyprinidés, Goujon, Truite de riviere, Chevaine, Vandoise, Gardon, Epinoche",10,784463,7019748,D0,D
01001503 - Bousignies-sur-Roc,2013,"Chabot, Vairon, Loche franche, Vandoise, Goujon, Chevaine, Truite de riviere, Epinoche, Gremille",9,784463,7019748,D0,D
01001503 - Bousignies-sur-Roc,2017,"Chabot, Vairon, Loche franche, Epinoche, Truite de riviere, Chevaine, Vandoise, Anguille d'Europe, Goujon",9,784463,7019748,D0,D
01001503 - Bousignies-sur-Roc,2019,"Vairon, Chabot, Loche franche, Vandoise, Chevaine, Goujon, Epinoche, Anguille d'Europe, Bouvière, Truite de riviere",10,784463,7019748,D0,D
01004000 - Jeumont,1995,"Gardon, Perche, Goujon, Ablette, Chevaine, Brème commune, Brochet, Carpe miroir, Ide melanote",9,778605,7022773,D0,D
01004000 - Jeumont,2003,"Gardon, Goujon, Chevaine, Brème commune, Bouvière, Perche, Brochet, Carassin, Vandoise, Rotengle, Ide melanote",11,778605,7022773,D0,D
01004000 - Jeumont,2005,"Gardon, Perche, Chevaine, Ablette, Brème commune, Bouvière, Rotengle, Tanche, Brochet",9,778605,7022773,D0,D
01004000 - Jeumont,2007,"Gardon, Bouvière, Goujon, Perche, Chevaine, Ablette, Brème bordelière, Brème commune, Loche franche, Chabot, Brochet, Loche d'étang, Carpe commune, Epinoche",14,778605,7022773,D0,D
01004000 - Jeumont,2009,"Gardon, Bouvière, Chevaine, Perche, Brochet, Goujon, Loche franche, Brème bordelière, Rotengle",9,778605,7022773,D0,D
01004000 - Jeumont,2011,"Bouvière, Gardon, Brème commune, Perche, Goujon, Chevaine, Brochet, Vandoise, Ablette, Rotengle, Loche franche, Epinoche, Chabot, Tanche",14,778605,7022773,D0,D
01004000 - Jeumont,2013,"Gardon, Perche, Goujon, Chevaine, Loche franche, Bouvière, Chabot, Brème bordelière, Brochet, Epinoche",10,778605,7022773,D0,D
01004000 - Jeumont,2015,"Gardon, Bouvière, Brème bordelière, Goujon, Perche, Pseudorasbora, Chabot, Ablette, Loche franche, Rotengle, Epinoche, Chevaine, Able de Heckel, Brochet",14,778605,7022773,D0,D
01004000 - Jeumont,2017,"Gardon, Perche, Bouvière, Goujon, Brochet, Chabot, Cyprinidés, Ablette, Epinoche",9,778605,7022773,D0,D
01004000 - Jeumont,2019,"Gardon, Perche, Bouvière, Goujon, Vandoise, Brochet, Chevaine, Loche franche",8,778605,7022773,D0,D
01008000 - Taisnières-en-Thiérache,2009,"Gardon, Chevaine, Goujon, Vandoise, Loche franche, Perche, Carassin, Chabot, Ablette, Barbeau fluviatile, Rotengle",11,759844,7004437,D0,D
01008000 - Taisnières-en-Thiérache,2011,"Goujon, Gardon, Loche franche, Chevaine, Chabot, Ablette, Barbeau fluviatile, Epinoche, Perche, Brème commune, Carpe miroir, Tanche, Brochet",13,759844,7004437,D0,D
01008000 - Taisnières-en-Thiérache,2013,"Chevaine, Gardon, Perche, Goujon, Epinoche, Loche de rivière, Chabot, Ablette, Loche franche, Vairon, Gremille",11,759844,7004437,D0,D
01008000 - Taisnières-en-Thiérache,2015,"Gardon, Goujon, Chevaine, Barbeau fluviatile, Perche, Ablette, Vandoise, Loche de rivière, Loche franche, Chabot, Gremille, Bouvière, Vairon, Tanche",14,759844,7004437,D0,D
01008000 - Taisnières-en-Thiérache,2017,"Chabot, Vairon, Loche franche, Epinoche, Gardon, Chevaine",6,759844,7004437,D0,D
01008000 - Taisnières-en-Thiérache,2019,"Vairon, Goujon, Loche franche, Chabot, Gardon, Vandoise, Chevaine, Barbeau fluviatile, Perche",9,759844,7004437,D0,D
01009000 - Ferrière-la-Petite,2009,"Goujon, Chabot, Gardon, Loche franche, Vairon, Vandoise, Perche, Lamproie de planer, Carpe commune, Truite arc-en-ciel, Chevaine",11,772331,7015539,D0,D
01009000 - Ferrière-la-Petite,2011,"Loche franche, Chabot, Goujon, Epinoche, Vairon, Gardon, Perche, Vandoise, Bouvière, Lamproie de planer, Truite arc-en-ciel, Truite de riviere",12,772331,7015539,D0,D
01009000 - Ferrière-la-Petite,2013,"Goujon, Loche franche, Chabot, Gardon, Vairon, Vandoise, Epinoche, Lamproie de planer, Perche, Chevaine, Bouvière, Rotengle, Carassin argente, Brème commune, Truite de riviere, Brème bordelière, Carpe commune",17,772331,7015539,D0,D
01009000 - Ferrière-la-Petite,2015,"Loche franche, Chabot, Goujon, Epinoche, Perche, Truite de riviere, Brème commune, Gardon, Vandoise, Vairon, Lamproie de planer, Rotengle",12,772331,7015539,D0,D
01009000 - Ferrière-la-Petite,2017,"Loche franche, Goujon, Gardon, Chabot, Ablette, Bouvière, Vandoise, Vairon, Rotengle, Carassin argente, Brème commune, Perche, Carrassin doré, Lamproie de planer, Brème bordelière, Carpe miroir, Carpe commune, Tanche, Epinoche, Truite de riviere",20,772331,7015539,D0,D
01009000 - Ferrière-la-Petite,2019,"Goujon, Chabot, Loche franche, Gardon, Vairon, Epinoche, Perche, Able de Heckel, Bouvière, Vandoise, Chevaine, Carassin argente, Brochet, Truite de riviere",14,772331,7015539,D0,D
01009300 - Bergues-sur-Sambre,2007,"Loche franche, Epinoche, Goujon, Gardon, Brochet",5,751051,6993135,D0,D
01009300 - Bergues-sur-Sambre,2009,"Loche franche, Goujon, Gardon, Perche, Epinoche, Chabot",6,751051,6993135,D0,D
01009300 - Bergues-sur-Sambre,2011,"Loche franche, Goujon, Gardon, Epinoche, Brochet, Perche, Chabot",7,751051,6993135,D0,D
01009300 - Bergues-sur-Sambre,2013,"Loche franche, Epinoche, Goujon, Brochet",4,751051,6993135,D0,D
01009300 - Bergues-sur-Sambre,2015,"Loche franche, Goujon, Gardon, Epinoche, Perche, Brochet, Chevaine, Vandoise, Tanche",9,751051,6993135,D0,D
01009300 - Bergues-sur-Sambre,2017,"Goujon, Loche franche, Epinoche, Chevaine, Gardon, Vairon, Perche, Able de Heckel, Vandoise, Tanche, Carassin argente",11,751051,6993135,D0,D
01009300 - Bergues-sur-Sambre,2019,"Goujon, Gardon, Loche franche, Chevaine, Brochet, Perche, Epinoche, Vairon, Rotengle, Tanche",10,751051,6993135,D0,D
01016000 - Fresnes-sur-Escaut,1995,"Gardon, Perche, Goujon, Epinoche, Rotengle, Tanche, Bouvière, Gremille, Brème commune, Anguille d'Europe, Brochet, Sandre, Truite arc-en-ciel, Loche franche, Chevaine",15,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,1997,"Gardon, Goujon, Brème commune, Perche, Rotengle, Anguille d'Europe, Brème bordelière, Perche soleil, Loche franche, Pseudorasbora, Tanche, Brochet, Chevaine, Epinochette, Bouvière, Epinoche",16,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,1999,"Gardon, Perche, Goujon, Sandre, Epinoche, Brème commune, Gremille, Ablette, Tanche, Anguille d'Europe, Rotengle, Loche franche, Bouvière, Brochet, Brème bordelière, Able de Heckel",16,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2001,"Ablette, Gardon, Perche, Goujon, Loche franche, Brème commune, Gremille, Brème bordelière, Carassin, Bouvière, Carpe commune, Rotengle, Epinoche, Chevaine, Tanche, Brochet, Sandre",17,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2003,"Gardon, Epinoche, Brème commune, Goujon, Ablette, Tanche, Perche, Sandre, Bouvière, Anguille d'Europe, Chabot, Pseudorasbora, Truite arc-en-ciel, Loche franche, Epinochette, Perche soleil, Gremille",17,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2005,"Gardon, Epinoche, Goujon, Bouvière, Perche, Perche soleil, Brème commune, Chabot, Carpe commune, Loche franche, Pseudorasbora, Brochet, Sandre, Chevaine, Tanche, Rotengle, Anguille d'Europe, Brème bordelière",18,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2007,"Gardon, Goujon, Perche, Bouvière, Tanche, Perche soleil, Brème bordelière, Carassin, Sandre, Chevaine",10,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2009,"Gardon, Chabot, Perche, Goujon, Epinoche, Loche franche, Brème bordelière, Brochet, Bouvière, Rotengle, Tanche, Gremille, Sandre",13,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2011,"Goujon, Gardon, Epinoche, Chabot, Carpe commune, Tanche, Brème commune, Loche de rivière, Loche franche, Rotengle, Perche",11,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2013,"Gardon, Epinoche, Goujon, Chabot, Brème bordelière, Tanche, Perche, Perche soleil, Loche franche, Brème commune, Carpe commune, Pseudorasbora",12,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2015,"Perche, Gardon, Chevaine, Chabot, Anguille d'Europe, Goujon, Tanche, Loche franche, Brème commune, Carassin, Carpe commune, Bouvière, Epinoche",13,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2017,"Gardon, Epinoche, Chabot, Loche franche, Goujon, Perche, Anguille d'Europe, Gobie à tache noire, Carpe agentée, Pseudorasbora",10,738629,7032571,E1,E
01016000 - Fresnes-sur-Escaut,2019,"Gobie à tache noire, Perche, Anguille d'Europe, Gardon, Loche de rivière, Tanche, Loche franche, Chabot, Goujon",9,738629,7032571,E1,E
01024000 - Bouchain,2009,"Gardon, Perche, Bouvière, Brème bordelière, Brème commune, Goujon, Tanche, Epinoche, Brochet, Gremille, Loche de rivière, Ablette, Rotengle, Carassin",14,721193,7019897,E1,E
01024000 - Bouchain,2011,"Gardon, Perche, Bouvière, Tanche, Brème commune, Loche de rivière, Brème bordelière, Goujon, Rotengle, Brochet, Carassin, Epinoche, Gremille, Ablette, Sandre",15,721193,7019897,E1,E
01024000 - Bouchain,2013,"Rotengle, Gardon, Bouvière, Ablette, Perche, Brème commune, Tanche, Brème bordelière, Brochet, Goujon, Gremille, Carassin, Loche de rivière, Epinochette, Sandre",15,721193,7019897,E1,E
01024000 - Bouchain,2015,"Gardon, Bouvière, Perche, Ablette, Tanche, Goujon, Brochet, Gremille, Loche de rivière, Brème commune, Hybride brème-gardon, Brème bordelière, Epinoche, Sandre, Perche soleil, Rotengle",16,721193,7019897,E1,E
01024000 - Bouchain,2017,"Bouvière, Perche, Gardon, Tanche, Rotengle, Goujon, Perche soleil, Brème commune, Loche de rivière, Brochet, Gremille, Able de Heckel, Epinoche",13,721193,7019897,E1,E
01024000 - Bouchain,2019,"Bouvière, Gardon, Rotengle, Perche, Loche de rivière, Perche soleil, Ablette, Brème indéterminée, Goujon, Tanche, Brème bordelière, Brochet, Epinoche, Gremille, Brème commune",15,721193,7019897,E1,E
01027000 - Noyelles-sur-Selle,2003,"Chabot, Epinoche, Goujon",3,728696,7020070,E1,E
01027000 - Noyelles-sur-Selle,2005,"Chabot, Epinoche",2,728696,7020070,E1,E
01027000 - Noyelles-sur-Selle,2007,"Chabot, Goujon, Epinoche, Truite arc-en-ciel",4,728696,7020070,E1,E
01027000 - Noyelles-sur-Selle,2009,"Epinoche, Chabot",2,728696,7020070,E1,E
01027000 - Noyelles-sur-Selle,2011,"Epinoche, Chabot, Goujon",3,728696,7020070,E1,E
01027000 - Noyelles-sur-Selle,2013,"Epinoche, Chabot, Gardon, Goujon",4,728696,7020070,E1,E
01027000 - Noyelles-sur-Selle,2015,"Chabot, Epinoche",2,728696,7020070,E1,E
01028000 - Verchain-Maugré,2003,"Chabot, Loche franche, Epinoche, Truite arc-en-ciel, Truite de riviere, Lamproie de planer, Anguille d'Europe, Goujon",8,732327,7021460,E1,E
01028000 - Verchain-Maugré,2005,"Chabot, Loche franche, Epinoche, Gardon, Truite de riviere, Lamproie de planer, Goujon, Truite arc-en-ciel, Tanche",9,732327,7021460,E1,E
01028000 - Verchain-Maugré,2007,"Chabot, Loche franche, Lamproie de planer, Epinoche, Truite de riviere, Carpe commune, Truite arc-en-ciel, Goujon, Gardon",9,732327,7021460,E1,E
01028000 - Verchain-Maugré,2009,"Chabot, Loche franche, Truite de riviere, Lamproie de planer, Epinoche, Truite arc-en-ciel",6,732327,7021460,E1,E
01028000 - Verchain-Maugré,2011,"Chabot, Loche franche, Lamproie de planer, Truite de riviere, Epinoche, Truite arc-en-ciel, Anguille d'Europe",7,732327,7021460,E1,E
01028000 - Verchain-Maugré,2013,"Chabot, Loche franche, Lamproie de planer, Epinoche, Truite arc-en-ciel",5,732327,7021460,E1,E
01028000 - Verchain-Maugré,2017,"Chabot, Lamproie indéterminée (genre Lampetra), Loche franche, Truite arc-en-ciel, Truite de riviere, Anguille d'Europe, Goujon, Epinoche, Lamproie de planer",9,732327,7021460,E1,E
01028000 - Verchain-Maugré,2019,"Chabot, Loche franche, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Epinoche, Truite arc-en-ciel",6,732327,7021460,E1,E
01029000 - Maresches,2003,"Epinoche, Loche franche, Goujon, Truite de riviere, Truite arc-en-ciel, Gardon",6,738850,7022292,E1,E
01029000 - Maresches,2005,"Loche franche, Goujon, Epinoche, Gardon, Truite de riviere",5,738850,7022292,E1,E
01029000 - Maresches,2007,"Goujon, Loche franche, Epinoche, Gardon, Truite de riviere, Truite arc-en-ciel, Chabot, Carassin",8,738850,7022292,E1,E
01029000 - Maresches,2009,"Loche franche, Epinoche, Goujon, Chabot, Gardon, Truite de riviere, Truite arc-en-ciel",7,738850,7022292,E1,E
01029000 - Maresches,2011,"Epinoche, Loche franche, Goujon, Chabot, Gardon, Truite de riviere, Truite arc-en-ciel",7,738850,7022292,E1,E
01029000 - Maresches,2013,"Epinoche, Loche franche, Chabot, Goujon, Gardon, Truite de riviere, Brochet, Truite arc-en-ciel",8,738850,7022292,E1,E
01029000 - Maresches,2015,"Chabot, Epinoche, Loche franche, Goujon, Truite de riviere",5,738850,7022292,E1,E
01029000 - Maresches,2017,"Epinoche, Loche franche, Chabot, Goujon, Truite de riviere, Truite arc-en-ciel",6,738850,7022292,E1,E
01029000 - Maresches,2019,"Goujon, Epinoche, Chabot, Loche franche, Carassin, Truite arc-en-ciel",6,738850,7022292,E1,E
01037000 - Brebières,1995,"Epinoche, Gardon, Brochet, Tanche, Epinochette, Perche",6,696367,7023180,E2,E
01037000 - Brebières,1997,"Epinoche, Able de Heckel, Gardon, Brème commune, Perche, Rotengle, Brochet",7,696367,7023180,E2,E
01037000 - Brebières,1999,"Epinoche, Gardon, Brème bordelière, Rotengle, Able de Heckel, Perche",6,696367,7023180,E2,E
01037000 - Brebières,2001,"Epinoche, Gardon, Rotengle, Brochet",4,696367,7023180,E2,E
01037000 - Brebières,2003,"Epinoche, Epinochette, Perche",3,696367,7023180,E2,E
01037000 - Brebières,2005,"Epinoche, Gardon, Perche, Brochet, Rotengle, Tanche",6,696367,7023180,E2,E
01037000 - Brebières,2007,"Gardon, Epinoche, Perche, Carpe cuir, Able de Heckel, Rotengle, Tanche",7,696367,7023180,E2,E
01037000 - Brebières,2009,"Gardon, Chabot, Epinoche, Perche",4,696367,7023180,E2,E
01037000 - Brebières,2011,"Gardon, Chabot, Cyprinidés, Perche, Tanche, Epinoche",6,696367,7023180,E2,E
01037000 - Brebières,2013,"Epinoche, Chabot, Rotengle, Perche, Gardon, Tanche, Brochet",7,696367,7023180,E2,E
01037000 - Brebières,2017,"Epinoche, Epinochette, Chabot, Gardon, Perche",5,696367,7023180,E2,E
01037000 - Brebières,2019,"Epinoche, Chabot, Perche, Epinochette, Brochet",5,696367,7023180,E2,E
01041000 - Nivelle,2009,"Gardon, Perche, Goujon, Tanche, Brochet, Brème commune, Brème bordelière, Bouvière, Rotengle, Anguille d'Europe, Ablette, Vandoise, Perche soleil, Loche de rivière",14,732355,7043889,E2,E
01041000 - Nivelle,2011,"Tanche, Gardon, Brème commune, Perche, Bouvière, Carassin, Pseudorasbora, Goujon, Rotengle, Brochet, Loche de rivière, Ablette, Perche soleil, Epinoche, Gremille, Anguille d'Europe, Loche franche, Brème bordelière, Carpe commune, Able de Heckel, Epinochette",21,732355,7043889,E2,E
01041000 - Nivelle,2013,"Gardon, Bouvière, Goujon, Tanche, Loche de rivière, Perche, Anguille d'Europe, Rotengle, Epinochette, Loche franche, Ablette, Brème bordelière, Pseudorasbora, Brochet",14,732355,7043889,E2,E
01041000 - Nivelle,2015,"Bouvière, Goujon, Perche, Gardon, Loche franche, Loche de rivière, Brème bordelière, Pseudorasbora, Tanche, Brochet, Anguille d'Europe, Rotengle, Epinochette, Gremille",14,732355,7043889,E2,E
01041000 - Nivelle,2017,"Goujon, Perche, Gardon, Brochet, Bouvière, Brème bordelière, Anguille d'Europe, Perche soleil, Loche de rivière, Sandre, Loche franche, Brème commune, Tanche, Epinoche, Epinochette",15,732355,7043889,E2,E
01041000 - Nivelle,2019,"Gobie à tache noire, Perche, Goujon, Perche soleil, Gardon, Anguille d'Europe, Loche de rivière, Tanche, Brochet, Bouvière, Gremille",11,732355,7043889,E2,E
01053000 - Delettes,1995,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Epinoche, Lamproie de planer",6,591255,2624929,E3,E
01053000 - Delettes,1995,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Epinoche, Lamproie de planer",6,644150,7058231,E3,E
01053000 - Delettes,1997,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel, Epinoche",7,591255,2624929,E3,E
01053000 - Delettes,1997,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel, Epinoche",7,644150,7058231,E3,E
01053000 - Delettes,1999,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel",6,591255,2624929,E3,E
01053000 - Delettes,1999,"Chabot, Truite de riviere, Vairon, Anguille d'Europe, Lamproie de planer, Truite arc-en-ciel",6,644150,7058231,E3,E
01053000 - Delettes,2001,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Vairon, Truite arc-en-ciel",6,591255,2624929,E3,E
01053000 - Delettes,2001,"Chabot, Truite de riviere, Anguille d'Europe, Lamproie de planer, Vairon, Truite arc-en-ciel",6,644150,7058231,E3,E
01053000 - Delettes,2003,"Chabot, Truite de riviere, Lamproie de planer, Anguille d'Europe, Epinoche",5,591255,2624929,E3,E
